"question_id","subject_id","content"
"us150892","us15","Hassan made a simple thermometer by blowing a bulb on the end of a glass capillary tube and filling it with coloured water. Why could he not use it to measure the temperature of some hot sugar syrup at 110 degrees Celsius?"
"us151002","us15","what is one risk of resurrecting extinct species"
"us151310","us15","help with a and b dont read marked out part"
"us151488","us15","Can someone explain at least 5 chemical properties of krypton.<br />And explain 5 uses of krypton to.<br /><br />"
"us153266","us15","What is static electricity "
"us153276","us15","How long does it take a car to cross a 30 m wide intersection after the light turns green, if the car accelerates from rest at a constant 2 m/s"
"us154249","us15","the storage area of a cell is called<br /><br />"
"us155232","us15","What do you call the procedure that helps you determine the volume of an irregularly shaped object, while using a graduated cylinder?<br />"
"us155268","us15","Is nuclear power the answer to meet the future energy challenge? <br /><br /> Positives and negatives please, thanks "
"us155459","us15","how many cubic meters in .141 liters?<br />"
"us155581","us15","<p>does humidity affect the process of mold growing</p><p><br /></p>"
"us155783","us15","A block of mass m is pushed along a horizontal table by a force f = 70 N at an angle of 55 degrees with the horizontal. The coefficient of kinetic friction is 0.3<br /> Write Newtons second law using vectors<br /> Write Newtons second law using x scalar components <br /> Write Newtons second law using y scalar components<br /> Find the normal force"
"us156045","us15","why are reflecting telescopes more commonly built than refracting ones?"
"us156622","us15","If an object accelerates from rest with a constant acceleration of 5.4m/a what will it's velocity be after 28s"
"us156779","us15","The lightest car in the world was built in London and had a mass of less than 10 kg. it's maximum speed was 25.0 km/h. Suppose the driver of this vehicle applies the brakes while the car is moving at its maximum speed. The car stops after traveling 16.0 m. Calculate the car's acceleration."
"us156847","us15","what does control mean in science"
"us156898","us15","What is it called when one substance changes into another substance with different properties?"
"us157173","us15","explain laminar flow, in terms of fluid flow."
"us157371","us15","similarities between animal and plants life cycle<br /><br /><br /> Help <br /> Thank you❤"
"us157470","us15","<strong>luigi has to pay 12p per Kwh. how much does it cost him to cook pizza?</strong>"
"us157478","us15","luigi cooks a pizza for his tea. it takes him half an hour to cook his pizza in a 2.3kw oven how much energy is used to cook the pizza? <br /><br />whats the write answer<br /><br />1.5kwh 2.3kwh 1.15kwh"
"us157499","us15","what happens to energy during a change of state<br />"
"us157846","us15","Does the horizontal motion of the projectile depend on the vertical motion? "
"us158265","us15","What does seismograph mean"
"us158555","us15","A person throws a ball upward into the air with an initial velocity of 15.0 m/s. Calculate (a) how high itgoes, and (b) how long the ball is in the air before it comes back to his hand. "
"us158590","us15","What's the acceleration equation "
"us158817","us15","Can someone list some characteristics of energy thnx"
"us159388","us15","A student drops a ball from a window 3.5 m above the sidewalk.  How fast is the ball moving when it hits the ground?"
"us159519","us15","what  three mechanisms may drive tectonic plate movement?"
"us159544","us15","aproximetly how fast do tectonic plates move<br /><br />"
"us159716","us15","what is the relationship between drop height and potential energy<br /><br />"
"us162415","us15","what is two examples of nuclear energy?<br />"
"us162598","us15","1.An 8-kilogram bowling ball is rolling in a straight line toward you. If its momentum is 16 kg•m/s, how fast is it traveling?<br /><br /> 2.A beach ball is rolling in a straight line toward you at a speed of 0.5 m/sec. Its momentum is 0.25 kg•m/s. What is the mass of the beach ball?<br /><br /> 3.A 4,000-kilogram truck travels in a straight line at 10.0 m/s. What is its momentum?<br /> Momentum = (mass) x (speed) = (4,000) x (10) = 40,000 kilogram-meters/second<br /> 4.A 1,400-kilogram car is also traveling in a straight line. Its momentum is equal to that of the truck in the previous question. What is the velocity of the car?<br /><br /> 5.Which would take more force to stop in 10 seconds: an 8.0-kilogram ball rolling in a straight line at a speed of 0.2 m/s or a 4.0-kilogram ball rolling along the same path at a speed of 1.0 m/s?<br /><br /> 6.The momentum of a car traveling in a straight line at 20 m/s is 24,500 kg•m/s. What is the car’s mass?<br /><br /> 7.Another pitcher "
"us162636","us15","When the temperature of a substance _____, the motion of the atoms that make up that substance _____."
"us162713","us15","How do you work out the displacement from a velocity-time graph with 2 accelerations ?"
"us162904","us15","How do you calculate speed vs time on a graph"
"us163043","us15","What is the process that moves the seafloor/plates? I think it is seafloor spreading, I am not sure!!! Please help!!!!!! "
"us163131","us15","in what way does varying the length of string change the vibration<br />"
"us163138","us15","what is induction in simple words"
"us163140","us15","What is induction in simple words"
"us163310","us15","How you do this resistor in circuit question?"
"us163352","us15","show how the student could combine all five resistors so the total resistance of the circuit is 48ohms?"
"us163396","us15","Name 5 objects that are good conductors?"
"us163902","us15","Why is inertia important in the laws of motion? "
"us163964","us15","A 15kg. Blob of ""space clay"" moving at a speed of 3m/s slams I to a 12.5 blob of ""space clay"" at rest. They stick together after colliding, but what is their new speed? <br /><br /> What's the formula used and how do you solve this...? "
"us164690","us15","What are the main elements of wheat bread"
"us164747","us15","What are the main elements of wheat bread"
"us165140","us15","A 3-kilogram ball is accelerated from rest to a speed of 10 m/sec. What is the ball's change in momentum?<br />"
"us165291","us15","A 3kg chunk of putty moving at a speed of 5 m/a collides with, and sticks to, a 5kg. bowling ball that is initially at REST. The bowling ball and putty are than set in motion of ... ? <br /><br /> Please explain I am really confused. I know you have to add or subtract something to m2 because the equation is v2=m1•v1/m2<br /> I think. Please help?! "
"us166014","us15","How would a person's mass be affected by traveling to Saturn and why?"
"us167441","us15","What is an action that can cause motion "
"us167442","us15","What is force pulling all objects toward each other called "
"us167515","us15","How are heat and temperature related? "
"us167583","us15","If I drop a feather and a elephant from an equal height in a vacuum which will hit the ground first?"
"us168532","us15","What is the potential energy called that is associated with objects that can be stretched or compressed "
"us168735","us15","how do you add up the net forces?"
"us168742","us15","A force of 12n acts on a 2.0- kg through a parallel distance of 1.5 how much work is done on the object"
"us168777","us15","<br /><br /> COMPARE A CONTINUOUS SPECTRUM WITH AN ABSORTION SPECTRUM. TTHEN, EXPLAIN HOW ABSORTION SPECTRUM CAN IDENTIFY A STAR’S  COMPOSITION.<br /><br /><br /><br /> (# 8)<br />"
"us169242","us15","does weight decrease when you're on the moon"
"us169532","us15","how would a food web be affected if a species disappeared from an ecosystem?<br />"
"us169644","us15","what are three physical properties of aluminum foil?<br /><br />"
"us170688","us15","Can you help me plz tell me the answer"
"us170692","us15","Can you help me on the gaps from there "
"us170710","us15","Help me on this question plz plz "
"us170711","us15","Help me on number 5. Plz people your so kind if you help me thank you"
"us171238","us15","Which charge would a cloth end up with if 2 strips had been rubbed down with the cloth, when each strip has a negative charge?"
"us171526","us15","A projectile is launched with an initial velocity of 210 m/s at an angle of 36 degrees. Calculate the total time of flight. "
"us171545","us15","Can someone help me?! I don't know what the equations are (in the image) "
"us172002","us15","what is the scientific method"
"us172203","us15","What is the net force that acts on an object when it is in equilibrium "
"us172718","us15","what are two forces that act on a falling object"
"us173874","us15","the form of energy in fossil fuels is _____ energy.<br /> A.nuclear    C.radiant<br /> B.chemical  D.electrical"
"us174947","us15","Explain why your weight would be less in the moon than on earth even though your mass would not change. Use the law of universal gravitation in your explanation."
"us174975","us15","What is the difference between free fall and weightlessness?? <br />"
"us174978","us15","Can the % difference be decreased ? "
"us175136","us15","what do u mean by potential energy"
"us175461","us15","why is energy important to us ?"
"us175490","us15","What is a gas release during photosynthesis:?"
"us175555","us15","what is the relationship between the size of a predator population and the size of a prey population?"
"us175635","us15","what is the meaning of adaptation?"
"us176243","us15","If an object is accelerating to the right , then net force on the object must be directed towards the right ! True Or False ? "
"us176545","us15","How are distant regions of the universe similar to space near Earth?"
"us176633","us15","What happens to an object if the forces acting on it are unbalanced?"
"us176843","us15","can someone give me a few facts about the greenhouse effect and the ozone layer"
"us177396","us15","how does human population affect the space available for recreation"
"us179030","us15","which diagram or diagrams represent a single element?"
"us179036","us15","Plz answer see the picture answer all 3"
"us179772","us15","what formulas can be made from a=(vf-vi)/t"
"us179974","us15","Describe how the GPE and KE of a rollercoaster changes during a ride and why the rollercoaster needs to be the taller at the start of a ride"
"us180140","us15","How is Geothermal energy, hydroelectric energy, and wind energy different"
"us180461","us15","Is it possible for an object that has a constant negative acceleration to change the direction in which it is moving? Explain why or why not."
"us180464","us15","Is it possible for an object that has a constant negative acceleration to change the direction in which it is moving? Explain why or why not."
"us180504","us15","What does displacement mean ?"
"us180901","us15","Can someone give me four examples of how energy has the ability to cause motion or create change.<br /> Thanks❤"
"us180902","us15","What three variable factors determine the force of gravity between any two objects?"
"us181036","us15","In the sport of pole vaulting, the jumper's centre of mass must clear the pole. Assume that a 59 kg jumper must raise the centre of mass from 1.1 m off the ground to 4.6 m off the ground. What is the jumper's gravitational potential energy at the top of the bar relative to where the jumper started to jump?"
"us181060","us15","how do you add vectors together that at not on the x or y axis? and how do you break them done into their c and y components, their horizontal and vertical components? Also I have to use basic trigonometry as well"
"us182468","us15","Why do rollercoasters start tall?"
"us182899","us15","Does partial reflection and refraction occur when light travels from a slow to fast medium?  Explain."
"us183412","us15","Apply the law of conservation of energy and describe the energy transformations that occur as you coast down a long hill on a bicycle and then apply the brakes to make the bike stop at the bottom.<br /><br /> A roller coaster is at the top of a hill and rolls to the top of a lower hill. If mechanical energy is constant, then on the top of which hill is the kinetic energy from the roller coaster`s motion greater?<br /><br />"
"us183661","us15","Workers load a 500kg safe onto an elevator that lifts it 90m to the twentieth floor of a building. How much work did the elevator do on the safe?"
"us183788","us15","If a light bulb has a measured voltage of 4.0 V and a measured current of 0.220 A, what is the value of the resistance across the light bulb?"
"us183805","us15","why is air drag a negative force"
"us183925","us15","How long does it take to do 432 joules of work with 75 watts of power"
"us184028","us15","what is the difference in charges on a balloon rubbed in your hair and a glass rod rubbed with silk?<br />"
"us184984","us15","A professional cyclist rides a bicycle that is 92 percent efficient. For every 100 joules of energy he exerts as input work on the pedals, how many joules of output work are used to move the bicycle?<br />"
"us185098","us15","question number two. please help. "
"us185471","us15","measuring the strength of an earthquake is called<br />"
"us185487","us15","What property or properties of a wave determine it's speed? "
"us185505","us15","another name for a seismic wave<br /><br />"
"us185520","us15","what type of instrument do scientist use to sense earthquakkes"
"us185540","us15","how can i find the midpoint time of an interval"
"us185652","us15","Calculate the amount of heat needed to increase the temperature of 250 g of water from 20 degrees Celsius to 56 degrees Celsius.<br /> Note: the specific heat capacity of water is 4.18 X 10^3"
"us185664","us15","216 joules of energy is required to raise the temperature of aluminium from 15 degrees Celsius to 35 degrees Celsius. Calculate the mass of aluminium.<br /> Note : the specific heat capacity of aluminium is 9.2 X 10^2"
"us185907","us15","a child on a merry-go-round is moving with a speed of 1.35 m/s when 1.20m from the center of the merry-go-round. calculate (a) the centripetal acceleration of the child, and (b) the net horizontal force exerted on the child (mass=25.0kg)"
"us186126","us15","A bar of pure gold is heated to 95.0 degrees Celsius. The specific heat capacity of gold is 1.29 X 10^2. The gold is placed into 500 mL of ethyl alcohol initially at a temperature of 25 Celsius. The final temperature of the mixture is 27.0 Celsius. What is the mass of the gold?"
"us186199","us15","A power station burns 75 kilograms of coal per second. Each kg of coal contains 27 million joules of energy.<br /> a.    What is the total power of this power station in watts? (watts=joules/second)<br /> b.    The power station’s output is 800 million watts. How efficient is this power station?<br />"
"us186203","us15","An automobile engine is 15 percent efficient. How many joules of input work are required to produce 15,000 joules of output work to move the car?<br />"
"us186653","us15","PLEASE help me with these questions as soon as possible i need to turn it in!!!!<br /><br /> A 60 watt light bulb uses 60 joules of electrical energy every second. However, only 6 joules of electrical energy is converted into light energy each second. <br /> a. What is the efficiency of the light bulb? Give your answer as a percentage.<br /><br /> b. What do you think happens to the “lost” energy?<br /><br /> 19. The work output is 300 joules for a machine that is 50% efficient. What is the work input?<br /><br /> 20. A machine is 75% efficient. If 200 joules of work are put into the machine, how much work output does it produce?<br />"
"us186703","us15","what is a type of circuit that has a break?"
"us187722","us15","I need help its projectile motion "
"us187796","us15","What three factors set convection currents in motion"
"us188436","us15","Imagine two artificial satellites orbiting earth at the same distance. one satellite has a greater mass then the other one which of the following would be true about there motion? <br /><br /> 1. the satellite with the greater mass is being pulled toward earth with less of a force than the other satellite<br /><br /> 2. the satellite with the greater mass is being pulled toward earth with greater force than the other satellite <br /><br /> 3. the two satellites are being pulled with a equal force by the moon <br /><br /> 4. the two satellites are being pulled toward earth with equal force"
"us188930","us15","is gas an examples of mechanical energy<br /> Thank you"
"us189958","us15","wher is an owls nose located<br />"
"us190098","us15","How do you fins tesnsion"
"us190189","us15","a 60kg rock in on a mountain in banff national park breaks free from a ledge and falls down 500 meters to the bottom of the mountain the average air resistance is 150N what is the average acceleration of the rock?"
"us190724","us15","You see an advertisement for a new free fall ride at an amusement park.  The ad says the ride is 50 meters tall and reaches a speed of 28m/sec at the bottom.  How efficient is the ride?  Hint: You can use any mass you wish because it cancels out."
"us191442","us15","Why are modern telephone celled "" cell phones ""?"
"us192026","us15","If we place a block of wood on a flat table, and fired a bullet<br />to it, how far will the block travel until it stops? Consider the<br /> bullet has a mass of 10.5 g and the mass of the wood block is 10.5 kg<br /> also, that the bullet exits at a speed of 750 m / s . The coefficient of friction<br /> kinetics between the block and table is 0.22. Assume also that the bullet does not induce rotation about the block."
"us192147","us15","A ball pushed with a force of 13.5 N accelerates at 6.5 m/s^2 to the right. What is the mass of the ball? "
"us192151","us15","Anyone know how to do these? "
"us192665","us15","if you push a chair across the floor at a constant velocity how dose the force of friction compare with the force you exert?"
"us193154","us15","<br /> 20.   The model of the universe that suggests that the sun is the center of the universe was first brought by <br /><br /> A. Copernicus.<br /> B. Brahe.<br /> C. Ptolemy.<br /> D. Kepler.<br /><br /><br />"
"us193175","us15","<br /> 22.   The main difference between speed and velocity involves <br /><br /> A. direction.<br /> B. weight.<br /> C. distance.<br /> D. gravity.<br /><br />"
"us194314","us15","What is the acceleration formula for newtons first law and how do you use it exactly?"
"us195066","us15","The M in AMU means??????????????????????????????????????????????????????????????????????????????????????????????????????????<br />"
"us196246","us15","what types of germs are found on hands<br />"
"us196286","us15","a bird flies into the closed window of a tall building. Which experiences a greater amount of force, the bird or the building? "
"us196355","us15","please help... the one that starts a car and a truck get into a collision. the mass of the truck is 4 times... etc "
"us196420","us15","what is theformula for power"
"us196560","us15","What is the loose covering of weathered rock particles and decaying organic matter overlying the bedrock of earths surface "
"us196710","us15","Please help .-.<br /> I think it may be A.."
"us196895","us15","Give an example of an object that has constant acceleration."
"us197095","us15","What is 18/42 un simplest form?"
"us197905","us15","True or False<br /> Points are in phase when they have the same displacement and the same velocity. Otherwise, the points are out of phase."
"us198231","us15","Multiple Choice: A small amplitude transverse wave is travelling on a string. The frequency of the wave is suddenly doubled. Which one of the following is a true statement?<br /> a) The period of the wave doubles<br /> b) The wavelength doubles<br /> c) The speed of the wave doubles<br /> d) The wavelength is cut in half<br /> e) The speed of the wave is cut in half"
"us198370","us15","Does this make sense????<br /><br /> ""epicenter- directly above the focus on Earth's focus <br /> I think the second focus is supposed to be focus, please help!!!"
"us199189","us15","A ski jumper competing for an Olympic gold-medal wants to jump a horizontal distance of 135 m the take off point of the ski jump is that a height of 25 m with what horizontal speed must he leave the jump"
"us199273","us15","How many times does the moon rotate on its axis during one trip around Earth"
"us199991","us15","100 Ns impulse . if he applied the force in 0.15 seconds , What force did he apply"
"us199993","us15","what is the energy transformation for solar panels"
"us200001","us15","a 1000 kg car crashed into bearer . the car changed speed from 30 m/s to 20 m/s in 2 seconds . What force did the bearer apply to stop the car?"
"us200453","us15","Which of the following changes igneous or sedimentary rock into metamorphic rock?<br /><br />  A.<br /> heat and pressure<br /><br />  B.<br /> heat and weathering<br /><br />  C.<br /> water and weathering<br /><br />  D.<br /> water and pressure"
"us201457","us15","a 1.0 kg ball is thrown into the air with an initial velocity of 30 m/s. How much kinetic energy does the ball have?<br />"
"us203242","us15","why is chemical energy a part of all chemical reactions?"
"us204167","us15"," How is a mirage formed? Something to do with refraction? In detail please."
"us205341","us15","jade is rowing a small boat across a pond the air is calm there is no wind blowing what type of friction is resisting her motion? "
"us206580","us15","whst 4 processes shape Earth's features"
"us207544","us15","The rectangular solid has a mass of 3,300 grams.<br /><br /><br /><br /> What is the density of the substance?<br /><br /> with the sides of the cube being 50 cm, 10 cm 30 cm<br /><br /> 0.22 g/cm 3<br /> 4.5 g/cm 3<br /> 36.7 g/cm 3<br /> 2.2 g/cm 3"
"us207933","us15","Force the occurs between surfaces that are in contact with each other"
"us209008","us15","How often is water added to the Earth system?"
"us209026","us15","How can the two parts of the water cycle be summarized? "
"us211907","us15","How do you determine a wavelength?"
"us211946","us15","how many miles can you get on one tank of gas if your tank holds 18 gallons and you get 22 miles per gallon?<br />"
"us212057","us15","what kind of weathering causes the mineral composition of rocks to change?"
"us212187","us15","What is work done by a person in moving a block of mass 2kg on a frictionless floor up to a distance of 5m?"
"us212194","us15","What is the metric unit for mass?"
"us212201","us15","Why placing a lid over a cup of hot chocolate keeps it warm longer?"
"us212297","us15","How much does a gallon of ice weigh?"
"us212400","us15","Why do rubber balls bounce?"
"us213370","us15","what is the average speed of a cheetah that runs 70 m in 2.5 seconds?"
"us213458","us15","which of these locations on earth experiences at least change in the number of daylight hours throughout the year?<br /> a) North pole<br /> b) terrestrial equator<br /> c) tropic of Capricorn<br /> d) tropic of Cancer<br /> e) South pole"
"us213855","us15","What is the impulse of a 3kg object accelerating from rest to 12m/s?"
"us214526","us15","How does light waves transfer energy?"
"us214956","us15","Is light from distant galaxies projected or reflected?<br />"
"us217337","us15","Explain the force of attraction between objects, giving specific examples "
"us217452","us15","a material with no resistance  to electricity is called a what?"
"us218877","us15","Why are circuits important?<br /> Compare and contrast a series and parallel circuit. Give at least one way that they are alike and one way that they are different.<br /> Describe Ohm’s law and give an example of how Ohm’s law works.<br /> Define resistance and describe why resistance is important in a circuit."
"us219163","us15","What are the units for work, power, force, and energy?"
"us219252","us15","A 3 kg block slides 50 m down a frictionless inclined plane dropping a distance of 30 m. What is the normal force? The answer is 24 N but I don't understand how to get that answer"
"us219386","us15"," what is its main function in the atmosphere for nitrogen"
"us219439","us15"," a rifle bullet with mass 8.00 g strikes and embeds itself in a block with a mass of .992 kg that rests on a frictionless, horizontal surface and it attached to a coil spring. the impact compresses the spring 15.0 cm. calibration of the spring shows that a force of 0.750 N is required to compress the spring 0.250 cm. find the magnitude of the block's velocity just after impact and the initial speed of the bullet. "
"us219547","us15","A dog runs down his driveway with an initial speed of 5 m/s for 8 s, and then uniformly increases his speed to 10 m/s in 5 s. <br /><br /> A) what was his acceleration during the 2nd part of the motion?<br /> B) how long is the driveway "
"us220191","us15","What term refers to the average kinetic energy of the particles from a just baked cookie<br />"
"us220759","us15","what is the kenetic energy if a 1kg ball is thrown into the air with an initial velocity of 30 m/s<br />"
"us221622","us15","How are boiling and evaporating different "
"us222321","us15","What has the greatest mass!?"
"us222516","us15","Can anyone help me to finish my work please !!!<br /><br /> what kind of surface area are the best emitters ?<br /><br /> what kind of surface area are the best radiation ?<br /><br /> what kind of surface area are the best reflectors ?"
"us224431","us15","Greenhouse effect: general ____________ in Global temperatures due to an excess of__________which traps_________or__________Energy. CO2 increases due to The burning of____________ such as_____<br />"
"us224643","us15","What is the most abundant metalloid in the universe "
"us224680","us15","Besides Strength,or magnitude,what does every force have?"
"us224682","us15","A ball is rolled across four different surfaces with the same force.which surface will slow down the movement of the ball most?  1)tile floor 2)paved road 3) grassy field 4)cement sidewalk?help me "
"us224967","us15","how can wind change landforms"
"us226209","us15","What happens to power as speed increases?"
"us226609","us15","How do you calculate displacement?"
"us228294","us15","What is another name for the first law of motion? Help me please?!?!?"
"us228725","us15","How is lightning produced"
"us229647","us15","Can someone please explain how to find impulse when momentum is not given, only mass and velocity are given"
"us229648","us15","How does external pressure affect the boiling point of a liquid?"
"us229650","us15","Can someone please explain how to solve for impulse if momentum is not given, only mass and velocity are given"
"us230172","us15","What is the mass of an object times its speed called?<br />"
"us230174","us15","What percent of the suns energy reaches the earth?<br />"
"us232134","us15","Explain how the Richter scale and the modified mercalli intensity scale are different<br />"
"us232216","us15","What are the distinguishing characteristics of each terrestrial planet<br />"
"us232256","us15","In physics_ is the product of the force applied and the distance moved in the direction of the force."
"us232384","us15","Tectonic plates can include "
"us232707","us15","A converging lens has a focal length of 25cm. A flashlight (the object) is located 95cm from the lens. What type of image will be formed and where will it be located?"
"us232729","us15","Tilt and revolution mean ___________________ season is warmer than ___________________"
"us233396","us15","What will happen if a asteroid will hit earth<br /><br />"
"us233439","us15","What is the name of the forces acting in any given situations "
"us236910","us15","A _______ is a repeating disturbance or vibration that transfers or moves energy from place to place without transporting mass.<br /> force<br /> wave<br /> vacuum<br /> medium<br /> PLZ help me!  "
"us237215","us15","The homeowner installs an electrically heated mirror into the shower room.When a person has a shower, the heated mirrors does not become misty but stays clear.<br /> Why does the mirror stay clear?  "
"us237308","us15","a device that does work in an electrical circuit  "
"us238455","us15","A 2kg wagon is pulled with a 20 Newton force in a friction free movement. How much work is done by the applied force when the wagon is pulled 10meters? By how much does the energy of the wagon change? How fast is the wagon going after the work has been done in the wagon?<br /><br /> Please help  "
"us238936","us15","Why is thermal energy in every energy conversions?"
"us238982","us15","what can you infer about the density of a substance if a block of that substance float in water "
"us239002","us15","how are atom related to molecules in a sample of a compound "
"us239234","us15","A object of mass 33 is dropped from a height of 85 meters. Calculate the average power developed by the object in falling through this distance.<br /> Take g as 9.81 m/s^2 <br /><br /> give the answer in watts to three significant figures "
"us239940","us15","List the basic/derived quantities with the symbol and unit "
"us241483","us15","The exact speed of an object in a specific instant is?"
"us241496","us15","Free-fall acceleration is?"
"us241603","us15","What the definitation of magnetism?"
"us241713","us15","how are mechanical waves produced?"
"us241714","us15","what are 3 types of mechanical waves?"
"us243139","us15","What is the average power output Annette who can lift 250 kg 2.0 m in 2.0 s?  "
"us243365","us15","What is the definition of binary star system"
"us244847","us15","What formula do I use for the second question? For number 3 how is one energy converted to the other? ( using arrows ) I get number 4 so I don't need help with that!"
"us245014","us15","what are unbalnce forces"
"us245064","us15","Formula for gravitational potential energy"
"us245445","us15","what is the potential energy of a 2 kilogram potted plant is on a 1 meter high plant seed "
"us246140","us15","a 650 kg car accelerates at 4.0 m/s2 south. what is the net force acting on it?"
"us246312","us15","What is the resulting vector of a plane with a heading of 100 mph, 40 degrees north of west in a cross wind of 70 mph, 35 degrees west of south."
"us246797","us15","What is an example of displacement? "
"us247670","us15","a plane flying due east at 395 km/h, is hit by wind blowing at 55 km/h toward the west. what is the resultant velocity of the plane?"
"us247858","us15","what is the speed + direction is called "
"us248171","us15","Physic help????????????????"
"us248288","us15","what are the names of the three methods sells used to produce new cells￼"
"us248290","us15","What are the similarities and differences between the three methods"
"us248795","us15","why is friction not useful"
"us248974","us15","what is a land form and also a mountain<br /><br /><br /><br />"
"us248978","us15","fun facts about landforms<br />"
"us249707","us15","During a magic show, a magician plans to have a glowing orb launched with an initial velocity from 28m/s at a 10° angle out of a cannon, raised 3 meters from the ground. The magician needs to calculate:<br /><br /> a) The maximum height the orb will reach<br /><br /> b) the total time the orb is in flight to time his ""special effects""<br /><br /> To figure out how much padding he will need where the orb lands he also needs to know:<br /><br /> c) The magnitude and direction of the final velocity of the orb."
"us250640","us15","A newspaper turns yellow in sunlight. Is this a physical or chemical change?"
"us251962","us15","you did 150 joules of work lifting a 120 newton backpack"
"us252045","us15","<br /> 3.   Infiltration is the process by which rainwater becomes <br /><br /> A. river water.<br /> B. groundwater.<br /> C. saltwater.<br /> D. ocean water.<br /><br />"
"us253093","us15","In a generator, mechanical energy is converted into which of the following?<br /><br /> an electromagnet<br /> a moving rod<br /> a magnetic field<br /> electrical energy"
"us253849","us15","1. Which of the following states would likely get hit by both hurricanes and tornadoes? (Points : 1)<br />        Massachusetts<br />        Washington<br />        Texas<br />        Montana<br />"
"us253960","us15","Help <br /> The question is<br /> Demonstrate and explain that mixtures if solids can be separated based on observable properties of their parts such as particle size, shape, color, and magnetic attraction.<br /> Thank u"
"us255036","us15","If We Start With 400 Atoms of a Radioactive Substance, How Many Would Remain After One Half-life ?"
"us255042","us15","If We Start With 48 Atoms Of A Radioactive Substance, How Many Would Remain After One Half-life?"
"us255053","us15","If We Start With 400 Atoms Of A Radioactive Substance, How Many Would Remain After Two Half-Lives?"
"us256009","us15","What form of energy do we receive from the sun<br />"
"us256020","us15","How is the Suns energy produced<br />"
"us256035","us15","How long is the earths rotation"
"us257025","us15","Two Methods of active trasport"
"us257145","us15","what are unplesant sounds called?"
"us261112","us15","what is coal formed out of<br /><br />"
"us263427","us15","what are advantages and disadvantages of breakwater"
"us264232","us15","why don't the present shapes of the continents fit perfectly into a supercontinent"
"us264325","us15","What is the main source in electrical energy"
"us264711","us15","Which is a land management technique that limits topsoil loss?<br /><br />"
"us265567","us15","what does the universal law of gravitation state"
"us266432","us15","A bicyclist rides with a constant velocity of 8 m/s. What would you need to know to calculate the net force on the rider?"
"us267048","us15","a 8000 kg railroad car is traveling at 5 m/s when it strikes another 10,000 kg railroad car that is at rest. if the car is locked together what is the final speed of the two railroad cars"
"us267857","us15","What are two units that meteorologists measure air pressure with?"
"us268557","us15","What is the word for the definition for ""all of the objects that exist in space?"" it has eight letters. Thanks!"
"us268585","us15","what happens to air pressur as altitude decreases"
"us268630","us15","would there still be seasons if the earth wasn’t tilted at it's axis?"
"us268881","us15","Earth is tilted relative to what too cause seasons?"
"us270550","us15","your friend wants to know the amount of salt added to her favorite fast food French fries. what would you recommend that she do to find out the amount of salt ?"
"us270736","us15","When two hydrogen atoms bond, the positive nucleus of one atom attracts the"
"us271034","us15","why is it important in science to repeat an experiment "
"us271087","us15","i need simple information about sound waves in physics help please"
"us271612","us15","Forces contribute to the net force on a car rolling down a ramp"
"us271787","us15","Compare and contrast the function of organs and other physical structures of plants and animals.<br /> Thank u"
"us271803","us15","what is the function of support system?<br /> Thank u"
"us273381","us15","How do you measure the mass of a powder or a liquid?(List the steps) "
"us273909","us15","how many fingers does a human has"
"us274055","us15","you lift a 45 newton bag of mulch 1.2 meters and carry it a distance if 10 meters how much work was done"
"us274102","us15","what is gravity on earth"
"us274314","us15","what happens in an elastic collision"
"us274466","us15","Name 3 electrical items that use little energy "
"us274706","us15","why does the temperature decrease when ethanol is added"
"us275011","us15","Name at least two ways acids and bases are useful around your home"
"us276549","us15","Under what conditions might a stream's volume increase, and under what conditions might it decrease? How would the size of the sediment particles in the stream's load differ in the two situations?."
"us276579","us15","Could the thermal energy of a bowl of hot water equal that of a cold water? Explain."
"us276580","us15","On a dinner plate, a baked potato always stays hot longer than any other food. Why?"
"us277760","us15","In a physics lab experiment, a spring clamped to the table shoots a 22g ball horizontally. When the spring is compressed 21cm , the ball travels horizontally 5.0m and lands on the floor 1.7m below the point at which it left the spring.<br /> What is the spring constant?<br /> Express your answer using two significant figures.<br />"
"us278437","us15","<br /> The tires of a car make 78 revolutions as the car reduces its speed uniformly from 88.0km/h to 64.0km/h . The tires have a diameter of 0.88m . <br /> What was the angular acceleration of the tires? <br />"
"us278465","us15","a 2,000kg elephant hits a 45kg man so that the average net force acting on the man is 1,000N. The collision lasts for 2 seconds. find the impulse on the man"
"us278470","us15","Is velocity increases at a constant rate show constant motion<br />"
"us279537","us15","A barbell weighing 500N is lifted off the floor 2.2M. What is the potential energy of the barbell when it ends lifted to this height?"
"us279576","us15","A 100.kg man catches a 10.kg bowling ball moving 10. M/s. What is the velocity at which he falls backward?"
"us280088","us15","what is electromotive force?"
"us280522","us15","how much energy is contained in matter what the mass of 1 gram (0.001 kilogram)"
"us281926","us15","How specifically are velocity, speed, distance/displacement &amp; acceleration significantly related? "
"us281934","us15","How do you figure out the acceleration from looking at a graph? I get that it's slope but I got 1.5.."
"us282185","us15","what is the difference between a wave and a particle"
"us284157","us15","Which one of the following is a measurement of energy used?<br /><br />  A.<br /> 24 meters per second<br /><br />  B.<br /> 60 milligrams<br /><br />  C.<br /> 15 liters<br /><br />  D.<br /> 6 joules<br />"
